AreaName,Year,GroupName,SubGroupName,AutoTheftCoordinatedTraced,AutoTheftRecovered,AutoTheftStolen,SuccessRate
Andaman & Nicobar Islands,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,4,4,1
Andhra Pradesh,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,136,1311,2725,0.481100917
Arunachal Pradesh,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,21,27,0.777777778
Assam,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,94,205,0.458536585
Bihar,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,44,205,946,0.216701903
Chandigarh,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,107,281,0.380782918
Chhattisgarh,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,338,790,0.427848101
Dadra & Nagar Haveli,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,4,12,0.333333333
Delhi,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,62,688,3185,0.216012559
Goa,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,9,68,152,0.447368421
Gujarat,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,401,1345,1345,1
Haryana,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,34,882,1967,0.448398577
Himachal Pradesh,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7,31,47,0.659574468
Jammu & Kashmir,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1,81,460,0.176086957
Jharkhand,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,10,38,211,0.180094787
Karnataka,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,183,993,3087,0.321671526
Kerala,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,47,300,1038,0.289017341
Madhya Pradesh,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,1063,3756,0.283013845
Maharashtra,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,653,1968,6244,0.315182575
Manipur,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,5,57,0.087719298
Meghalaya,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,5,22,0.227272727
Mizoram,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2,11,11,1
Nagaland,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,15,53,0.283018868
Odisha,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,22,222,778,0.285347044
Puducherry,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,136,136,281,0.483985765
Punjab,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,123,229,609,0.376026273
Rajasthan,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,58,628,3273,0.191872899
Sikkim,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2,2,2,1
Tamil Nadu,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,2523,3858,0.653965785
Tripura,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,3,10,0.3
Uttar Pradesh,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,15,727,4046,0.179683638
Uttarakhand,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,60,236,0.254237288
West Bengal,2001,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,14,461,1904,0.242121849
Andaman & Nicobar Islands,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1,1,2,0.5
Andhra Pradesh,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,12,1420,3025,0.469421488
Arunachal Pradesh,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,19,49,0.387755102
Assam,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,115,485,0.237113402
Bihar,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,13,197,996,0.197791165
Chandigarh,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,126,328,0.384146341
Chhattisgarh,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,244,752,0.324468085
Dadra & Nagar Haveli,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,19,31,0.612903226
Daman & Diu,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,16,32,0.5
Delhi,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,111,665,3291,0.202066241
Goa,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1,32,138,0.231884058
Gujarat,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,254,1325,5318,0.249153817
Haryana,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,881,1920,0.458854167
Himachal Pradesh,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,4,39,63,0.619047619
Jammu & Kashmir,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,3,94,270,0.348148148
Jharkhand,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,4,57,597,0.095477387
Karnataka,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,190,1020,3376,0.302132701
Kerala,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,35,373,1272,0.293238994
Madhya Pradesh,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,66,1285,4225,0.304142012
Maharashtra,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,172,2098,6777,0.309576509
Manipur,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,9,98,0.091836735
Meghalaya,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,6,31,0.193548387
Mizoram,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,17,18,0.944444444
Nagaland,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,12,89,0.134831461
Odisha,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,32,307,784,0.391581633
Puducherry,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,44,249,0.176706827
Punjab,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,203,310,725,0.427586207
Rajasthan,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,30,714,3696,0.193181818
Tamil Nadu,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,44,2934,4319,0.679323918
Tripura,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,63,71,0.887323944
Uttar Pradesh,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7,934,4126,0.226369365
Uttarakhand,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,64,253,0.252964427
West Bengal,2002,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,64,423,2704,0.156434911
Andaman & Nicobar Islands,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,2,3,0.666666667
Andhra Pradesh,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,38,1636,3865,0.423285899
Arunachal Pradesh,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,11,49,0.224489796
Assam,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,58,497,0.116700201
Bihar,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,16,243,1183,0.205409975
Chandigarh,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,131,274,0.47810219
Chhattisgarh,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,325,752,0.432180851
Dadra & Nagar Haveli,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,4,10,0.4
Daman & Diu,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5,8,26,0.307692308
Delhi,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,257,586,3360,0.174404762
Goa,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2,39,124,0.314516129
Gujarat,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,347,1770,6131,0.288696787
Haryana,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,80,929,1989,0.467068879
Himachal Pradesh,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1,31,78,0.397435897
Jammu & Kashmir,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5,73,301,0.242524917
Jharkhand,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,24,137,0.175182482
Karnataka,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,93,1040,3597,0.28912983
Kerala,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1,440,1070,0.411214953
Lakshadweep,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1,1,1,1
Madhya Pradesh,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,1266,4291,0.295036122
Maharashtra,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,597,2116,7078,0.298954507
Manipur,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,4,107,0.037383178
Meghalaya,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,8,41,0.195121951
Mizoram,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,29,31,0.935483871
Nagaland,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,46,197,0.233502538
Odisha,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,94,248,752,0.329787234
Puducherry,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,63,63,284,0.221830986
Punjab,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,206,327,818,0.399755501
Rajasthan,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,37,820,4482,0.182954038
Tamil Nadu,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1107,3013,4317,0.697938383
Tripura,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,6,52,0.115384615
Uttar Pradesh,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,21,920,3376,0.272511848
Uttarakhand,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,83,269,0.308550186
West Bengal,2003,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,29,374,2049,0.182528062
Andaman & Nicobar Islands,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,8,8,1
Andhra Pradesh,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,254,1705,3857,0.442053409
Arunachal Pradesh,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,31,75,0.413333333
Assam,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,84,551,0.152450091
Bihar,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,257,1829,0.140513942
Chandigarh,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,112,364,0.307692308
Chhattisgarh,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,416,1131,0.367816092
Dadra & Nagar Haveli,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,8,15,0.533333333
Daman & Diu,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,4,10,0.4
Delhi,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,125,871,4342,0.200598802
Goa,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5,38,112,0.339285714
Gujarat,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,456,1798,6075,0.295967078
Haryana,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,1013,2420,0.418595041
Himachal Pradesh,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,6,42,82,0.512195122
Jammu & Kashmir,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,9,76,313,0.242811502
Jharkhand,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,57,597,0.095477387
Karnataka,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,113,1146,4578,0.250327654
Kerala,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,497,1233,0.403081914
Madhya Pradesh,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,160,1527,5481,0.278598796
Maharashtra,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,323,2832,8748,0.323731139
Manipur,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,4,106,0.037735849
Meghalaya,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,9,38,0.236842105
Mizoram,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,1,1,1
Nagaland,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,10,24,0.416666667
Odisha,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,145,344,1300,0.264615385
Puducherry,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,176,313,0.562300319
Punjab,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,165,267,629,0.424483307
Rajasthan,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,84,1263,5434,0.232425469
Tamil Nadu,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2357,2561,3645,0.70260631
Tripura,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,12,28,0.428571429
Uttar Pradesh,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,25,1315,6449,0.203907583
Uttarakhand,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,91,387,0.235142119
West Bengal,2004,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,358,2093,0.171046345
Andaman & Nicobar Islands,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,5,5,1
Andhra Pradesh,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,2360,4659,0.506546469
Arunachal Pradesh,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,32,117,0.273504274
Assam,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,11,181,551,0.328493648
Bihar,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,197,1983,0.099344428
Chandigarh,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,129,368,0.350543478
Chhattisgarh,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,522,1426,0.366058906
Dadra & Nagar Haveli,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,3,14,0.214285714
Daman & Diu,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,4,5,18,0.277777778
Delhi,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,143,997,4574,0.217971141
Goa,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,49,158,0.310126582
Gujarat,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,353,1517,6199,0.24471689
Haryana,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,1227,3696,0.331980519
Himachal Pradesh,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,27,65,0.415384615
Jammu & Kashmir,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7,52,291,0.178694158
Jharkhand,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,6,108,476,0.226890756
Karnataka,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,81,1054,5073,0.207766608
Kerala,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,14,367,1203,0.305070657
Madhya Pradesh,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,1740,5741,0.303083087
Maharashtra,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,319,2479,9518,0.260453877
Manipur,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7,7,90,0.077777778
Meghalaya,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,4,23,0.173913043
Mizoram,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,1,1,1
Nagaland,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,39,170,0.229411765
Odisha,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,105,405,1525,0.26557377
Puducherry,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,138,138,224,0.616071429
Punjab,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,152,319,695,0.458992806
Rajasthan,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,260,1027,5425,0.189308756
Sikkim,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,1,1,1
Tamil Nadu,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2215,2353,3108,0.757078507
Tripura,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,6,52,0.115384615
Uttar Pradesh,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,64,1292,5895,0.219168787
Uttarakhand,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,100,339,0.294985251
West Bengal,2005,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,25,398,2166,0.183748846
Andaman & Nicobar Islands,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,5,5,1
Andhra Pradesh,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,79,1754,4554,0.385155907
Arunachal Pradesh,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,22,74,0.297297297
Assam,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,16,248,674,0.367952522
Bihar,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,275,1700,0.161764706
Chandigarh,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,117,361,0.324099723
Chhattisgarh,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,80,630,1910,0.329842932
Dadra & Nagar Haveli,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,7,12,0.583333333
Daman & Diu,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,3,19,0.157894737
Delhi,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,105,953,4627,0.205964988
Goa,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7,52,170,0.305882353
Gujarat,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,423,1437,6409,0.224215946
Haryana,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2,1556,4641,0.335272571
Himachal Pradesh,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,32,38,74,0.513513514
Jammu & Kashmir,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,10,74,287,0.257839721
Jharkhand,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5,235,1118,0.21019678
Karnataka,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,82,1046,4808,0.217554077
Kerala,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,17,328,1200,0.273333333
Lakshadweep,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,1,2,0.5
Madhya Pradesh,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,147,1843,6771,0.272190223
Maharashtra,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,833,3008,10104,0.29770388
Manipur,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,6,103,0.058252427
Meghalaya,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,9,56,0.160714286
Mizoram,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,30,37,0.810810811
Nagaland,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5,34,50,0.68
Odisha,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,174,508,1410,0.360283688
Puducherry,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,111,304,0.365131579
Punjab,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,301,352,844,0.417061611
Rajasthan,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,331,1055,5716,0.184569629
Sikkim,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,1,1,1
Tamil Nadu,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2183,2423,2784,0.87033046
Tripura,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,3,15,0.2
Uttar Pradesh,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,28,1605,6571,0.24425506
Uttarakhand,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,92,374,0.245989305
West Bengal,2006,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,22,304,2303,0.132001737
Andaman & Nicobar Islands,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,7,8,0.875
Andhra Pradesh,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,81,2499,5616,0.444978632
Arunachal Pradesh,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7,59,104,0.567307692
Assam,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,21,241,545,0.442201835
Bihar,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,260,1871,0.138963121
Chandigarh,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,119,474,0.251054852
Chhattisgarh,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5,618,1684,0.366983373
Dadra & Nagar Haveli,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,3,16,0.1875
Daman & Diu,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,5,22,0.227272727
Delhi,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,32,774,4641,0.166774402
Goa,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,3,53,180,0.294444444
Gujarat,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,500,1655,7252,0.228212907
Haryana,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,94,1498,4746,0.315634218
Himachal Pradesh,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7,38,114,0.333333333
Jammu & Kashmir,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2,65,221,0.294117647
Jharkhand,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,3,172,1250,0.1376
Karnataka,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,105,1573,4877,0.322534345
Kerala,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,13,413,1298,0.318181818
Lakshadweep,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,2,2,1
Madhya Pradesh,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,395,1910,7864,0.242878942
Maharashtra,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,888,2961,11189,0.264634909
Manipur,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,6,115,0.052173913
Meghalaya,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,2,45,0.044444444
Mizoram,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,29,51,0.568627451
Nagaland,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,21,117,0.179487179
Odisha,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,34,381,1525,0.249836066
Puducherry,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,172,478,0.359832636
Punjab,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,415,385,1110,0.346846847
Rajasthan,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,100,1170,6574,0.177973836
Sikkim,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,3,3,3,1
Tamil Nadu,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1830,2222,2545,0.873084479
Tripura,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,13,51,0.254901961
Uttar Pradesh,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,59,1660,7579,0.219026257
Uttarakhand,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,106,106,418,0.253588517
West Bengal,2007,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,47,353,1954,0.180655067
Andaman & Nicobar Islands,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,6,10,0.6
Andhra Pradesh,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,3316,6993,0.474188474
Arunachal Pradesh,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7,27,43,0.627906977
Assam,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,52,134,1255,0.106772908
Bihar,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,340,2445,0.139059305
Chandigarh,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,135,662,0.203927492
Chhattisgarh,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,428,1645,0.260182371
Dadra & Nagar Haveli,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,3,8,0.375
